category_id,change_type,confidence,annotation_count,our_name,our_code,kassal_name,kassal_names_all,off_name,name_similarity,kassal_found,kassal_stores,kassal_price,kassal_image_url,discontinued,proposed_name,proposed_code,recommendation
108,name_confirmed,high,103,MUSLI M/BELGISK SJOKOLADE DSH,7090037971100,Musli m/Belgisk Sjokolade 400g Dsh,Musli m/Belgisk Sjokolade 400g Dsh | Den Sorte Havre Müsli med Belgisk Sjokolade 400g,Müsli Med Belgisk Sjokolade,0.9206,True,"Meny, Coop, Joker, SPAR",49.9,https://bilder.ngdata.no/7090037971100/meny/large.jpg,False,MUSLI M/BELGISK SJOKOLADE DSH,7090037971100,Name confirmed by Kassal (sim=0.92). No change needed.
56,name_confirmed,high,101,SJOKOLADEDRIKK 10PK 320G REGIA,7622300277239,Sjokoladedrikk 10pk 320g Regia,"Sjokoladedrikk 10pk 320g Regia | Freia Regia Sjokoladedrikk 10pk | Regia Sjokoladedrikk 10 stk, 320 g | SJOKOLADEDRIKK 320 g 10 pk Regia | Sjokoladedrikk 10pk 320g | Freia Regia Sjokoladedrikk 10pk 320g 1/3pall | Sjokoladedrikk 10-pk Regia, Freia",,1.0,True,"Joker, SPAR, Coop, Meny, Oda, Bunnpris, KIWI, Europris",36.9,https://bilder.ngdata.no/7622300277239/kmh/large.jpg,False,SJOKOLADEDRIKK 10PK 320G REGIA,7622300277239,Name confirmed by Kassal (sim=1.00). No change needed.
78,name_confirmed,high,101,MUSLI HAVRE&MANDEL 400G BARE BRA,7039010578523,Bare Bra Müsli Havre & Mandel 400g,Bare Bra Müsli Havre & Mandel 400g | Bare Bra Müsli Havre og Mandel 400 g | Musli Havre&Mandel 400g Bare Bra | Bare Bra Havre & Mandel 400g,,1.0,True,"Coop, Oda, Meny, SPAR, KIWI",35.8,https://bilder.ngdata.no/7039010578523/meny/large.jpg,False,MUSLI HAVRE&MANDEL 400G BARE BRA,7039010578523,Name confirmed by Kassal (sim=1.00). No change needed.
333,name_confirmed,high,101,MELBATOAST RUND 110G MEULEN,8710649120497,Meulen Original Melba Runde Toast 110g,Meulen Original Melba Runde Toast 110g | Melbatoast Rund 110g Meulen | Meulen Melba Toast Rund 110 g | Melba Toast Rund 110g Meulen,,1.0,True,"Coop, SPAR, Meny, Oda",28.5,https://bilder.ngdata.no/8710649120497/kmh/large.jpg,False,MELBATOAST RUND 110G MEULEN,8710649120497,Name confirmed by Kassal (sim=1.00). No change needed.
63,name_confirmed,high,101,ALI MØRKBRENT FILTERMALT 250G,7040913336677,Ali Mørkbrent Filtermalt 250g,Ali Mørkbrent Filtermalt 250g | ALI MØRKBRENT 250 g filtermalt,,1.0,True,"Joker, SPAR, Meny, Bunnpris, KIWI",39.9,https://bilder.ngdata.no/7040913336677/kmh/large.jpg,False,ALI MØRKBRENT FILTERMALT 250G,7040913336677,Name confirmed by Kassal (sim=1.00). No change needed.
282,name_confirmed,high,98,FILTERPOSER NR.4 200STK ALI,7040913335625,Filterposer Nr.4 200stk Ali,Filterposer Nr.4 200stk Ali | FILTERPOSER NR.4 200 STK ALI,Filterposer Nr.4 200stk Ali,1.0,True,"Joker, SPAR, Meny, Bunnpris, KIWI",27,https://bilder.ngdata.no/7040913335625/kmh/large.jpg,False,FILTERPOSER NR.4 200STK ALI,7040913335625,Name confirmed by Kassal (sim=1.00). No change needed.
40,name_confirmed,high,95,FRIELE FROKOST FILTERMALT 250G,7037150123016,Friele Frokost Filtermalt 250g,"Friele Frokost Filtermalt 250g | Friele Frokostkaffe Filtermalt 250g | Frokostkaffe Filtermalt, 250 g | Kaffe Friele filtermalt 250 g | Friele Frokostkaffe Filterm 250g | Friele Frokostkaffe",,1.0,True,"Meny, Coop, Oda, SPAR, Europris, Joker",56.9,https://bilder.ngdata.no/7037150123016/meny/large.jpg,False,FRIELE FROKOST FILTERMALT 250G,7037150123016,Name confirmed by Kassal (sim=1.00). No change needed.
173,name_confirmed,high,95,EARL GREY TEA 25POS TWININGS,70177077563,Earl Grey Tea 25pos Twinings,"Earl Grey Tea 25pos Twinings | Twinings Earl Grey 25 poser | Earl Grey 25 poser, 25 stk | EARL GREY TEA 25 poser Twinings | Twinings Earl Grey 12x25bg",,1.0,True,"Joker, SPAR, Meny, Coop, Oda, Bunnpris, KIWI",29.9,https://bilder.ngdata.no/70177077563/kmh/large.jpg,False,EARL GREY TEA 25POS TWININGS,70177077563,Name confirmed by Kassal (sim=1.00). No change needed.
49,name_confirmed,high,92,EVERGOOD DARK ROAST FILTERMALT 250G,7040913336790,Evergood Dark Roast Filtermalt 250g,"Evergood Dark Roast Filtermalt 250g | Kaffe filtermalt 250 g, Dark Roast Evergood | EVERGOOD DARK 250 g roast filtermalt",,1.0,True,"Joker, SPAR, Meny, Europris, KIWI, Bunnpris",54.9,https://bilder.ngdata.no/7040913336790/kmh/large.jpg,False,EVERGOOD DARK ROAST FILTERMALT 250G,7040913336790,Name confirmed by Kassal (sim=1.00). No change needed.
111,name_confirmed,high,91,NESCAFE BRASERO 100G,7613035962965,Nescafé Brasero 100g,"Nescafé Brasero 100g | Nescafe Brasero 100g | Nescafé Brasero Pulverkaffe, 100 g | NESCAFE BRASERO 100 g",,1.0,True,"Coop, Joker, SPAR, Meny, Oda, Bunnpris, KIWI",41.9,https://bilder.ngdata.no/7613035962965/kmh/large.jpg,False,NESCAFE BRASERO 100G,7613035962965,Name confirmed by Kassal (sim=1.00). No change needed.
157,name_confirmed,high,90,MELLOMBAR SOMMERVIBBER 138G ELDORADO,7035620058981,Mellombar Sommervibber 138g Eldorado,Mellombar Sommervibber 138g Eldorado,MellomBar Sommervibber,1.0,True,"Joker, SPAR, Meny",19.9,https://bilder.ngdata.no/7035620058981/kmh/large.jpg,False,MELLOMBAR SOMMERVIBBER 138G ELDORADO,7035620058981,Name confirmed by Kassal (sim=1.00). No change needed.
47,name_confirmed,high,88,GRANOLA EPLE&KANEL 430G BARE BRA,7039010585637,Granola Eple&Kanel 430g Bare Bra,"Granola Eple&Kanel 430g Bare Bra | Bare Bra Granola Eple og Kanel Limited Edition, 430 g | Bare Bra Eple og Kanel 430g",,1.0,True,"Meny, Oda, SPAR, KIWI",42.9,https://bilder.ngdata.no/7039010585637/meny/large.jpg,False,GRANOLA EPLE&KANEL 430G BARE BRA,7039010585637,Name confirmed by Kassal (sim=1.00). No change needed.
223,name_confirmed,high,86,GRANOLA PEKAN HONNINGSRISTET 350G SYNNØV,7034280005489,Synnøve Granola med Honningrist 350g,Synnøve Granola med Honningrist 350g | Granola Pekan Honningsristet 350g Synnøve,,0.9877,True,"Coop, Meny, KIWI, SPAR, Joker",38.2,https://bilder.ngdata.no/7034280005489/meny/large.jpg,False,GRANOLA PEKAN HONNINGSRISTET 350G SYNNØV,7034280005489,Name confirmed by Kassal (sim=0.99). No change needed.
0,name_confirmed,high,85,FRØKRISP KNEKKEBRØD ØKOLOGISK 170G BERIT,7071319021751,Frøkrisp Knekkebrød Økologisk 170g Berit,"Frøkrisp Knekkebrød Økologisk 170g Berit | Frøkrisp Økologisk, 170 g | Berit Nordstrand Frøkrisp Økologisk 170g | Økologisk Frøkrisp | Berit™ Øko Frøkrisp Knekkebrød | Berit N Frøkrisp Øko 240 Salg 1/3 Pall",,1.0,True,"Meny, Oda, Coop, SPAR, Havaristen",20,https://bilder.ngdata.no/7071319021751/meny/large.jpg,False,FRØKRISP KNEKKEBRØD ØKOLOGISK 170G BERIT,7071319021751,Name confirmed by Kassal (sim=1.00). No change needed.
72,name_confirmed,high,84,EGG FRITTGÅENDE 12STK PRIOR,7039610000172,Egg Frittgående M/L 12stk Prior,Egg Frittgående M/L 12stk Prior | Egg 12stk ml Frittgående 53-73g | Egg 12stk ml Frittgående 58-73g,12 egg,0.931,True,"Meny, SPAR, Joker",52.9,https://bilder.ngdata.no/7039610000172/meny/large.jpg,False,EGG FRITTGÅENDE 12STK PRIOR,7039610000172,Name confirmed by Kassal (sim=0.93). No change needed.
259,name_confirmed,high,81,REGIA KAKAO ORIGINAL 260G,7622300473983,Regia Kakao Original 260g Freia,"Regia Kakao Original 260g Freia | Freia Regia Originale Kakao 260g | Regia Kakao Original, 260 g | REGIA KAKAO Original 260g freia | Regia Original Kakao 260g Freia",,0.9615,True,"Joker, SPAR, Meny, Coop, Oda, Bunnpris, KIWI",37.9,https://bilder.ngdata.no/7622300473983/kmh/large.jpg,False,REGIA KAKAO ORIGINAL 260G,7622300473983,Name confirmed by Kassal (sim=0.96). No change needed.
89,name_confirmed,high,76,FOREST FRUIT TEA 20POS LIPTON,5063270109557,Forest Fruit Tea 20pos Lipton,Forest Fruit Tea 20pos Lipton | FOREST FRUIT TEA 20pos lipton,,1.0,True,"Meny, SPAR, Joker, Bunnpris",39.9,https://bilder.ngdata.no/5063270109557/meny/large.jpg,False,FOREST FRUIT TEA 20POS LIPTON,5063270109557,Name confirmed by Kassal (sim=1.00). No change needed.
68,name_confirmed,high,76,MAISKAKER SOURCREAM&ONION 125G FRIGGS,7350028548323,Maiskaker Sourcream&Onion 125g Friggs,Maiskaker Sourcream&Onion 125g Friggs | Friggs Maiskaker Sourcream & Onion 125g | Maiskaker - Sourcream & Onion,,1.0,True,"Meny, SPAR, Havaristen",15,https://bilder.ngdata.no/7350028548323/meny/large.jpg,False,MAISKAKER SOURCREAM&ONION 125G FRIGGS,7350028548323,Name confirmed by Kassal (sim=1.00). No change needed.
225,name_confirmed,high,74,EVERGOOD CLASSIC KAFFEKAPSEL 10STK,7040913337216,Evergood Classic Kaffekapsel 10stk,Evergood Classic Kaffekapsel 10stk | Evergood Classic Kapsel 10stk | EVERGOOD CLASSIC 10 stk kapsel,,1.0,True,"Meny, SPAR, Joker, KIWI, Bunnpris",36.4,https://bilder.ngdata.no/7040913337216/meny/large.jpg,False,EVERGOOD CLASSIC KAFFEKAPSEL 10STK,7040913337216,Name confirmed by Kassal (sim=1.00). No change needed.
160,name_confirmed,high,74,ALI ORIGINAL KOKMALT 250G,7040913336646,Ali Original Kokmalt 250g,Ali Original Kokmalt 250g | ALI ORIGINAL 250 g kokmalt | Ali Original Kokmalt 250g Kaffe Utz Ip,Ali Original Kokmalt 250g,1.0,True,"Joker, SPAR, Meny, Bunnpris, KIWI",39.9,https://bilder.ngdata.no/7040913336646/kmh/large.jpg,False,ALI ORIGINAL KOKMALT 250G,7040913336646,Name confirmed by Kassal (sim=1.00). No change needed.
178,name_confirmed,high,73,NESCAFE GOLD ORGANIC&FAIRTRADE 100G,7613035830974,Nescafe Gold Organic&Fairtrade 100g,Nescafe Gold Organic&Fairtrade 100g | Nescafé Gold Organic & Fairtrade 100g | Nescafe Gold Organic 100g,Gold Nestlé,1.0,True,"Meny, Coop, SPAR",93.9,https://bilder.ngdata.no/7613035830974/meny/large.jpg,False,NESCAFE GOLD ORGANIC&FAIRTRADE 100G,7613035830974,Name confirmed by Kassal (sim=1.00). No change needed.
151,name_confirmed,high,72,FARMERS COFFEE FILTERMALT 250G,7040913336820,Farmers Coffee Filtermalt 250g,Farmers Coffee Filtermalt 250g | FARMERS COFFEE Filtermalt 250g | Farmers Coffee Fairtrade Filtermalt 250g Kaffe,Farmers Coffee Filtermalt 250g,1.0,True,"Joker, SPAR, Meny, Bunnpris, KIWI",49.9,https://bilder.ngdata.no/7040913336820/kmh/large.jpg,False,FARMERS COFFEE FILTERMALT 250G,7040913336820,Name confirmed by Kassal (sim=1.00). No change needed.
189,name_confirmed,high,72,YELLOW LABEL TEA 25POS LIPTON,8720608009244,Yellow Label Tea 25pos Lipton,Yellow Label Tea 25pos Lipton | Lipton Yellow LabelL 25 poser | YELLOW LABEL TEA 25pos lipton | Lipton Yellow Label 50g 25ps | Black Tea - Yellow Label,,1.0,True,"Meny, SPAR, Joker, Coop, KIWI, Bunnpris, Havaristen",20,https://bilder.ngdata.no/8720608009244/meny/large.jpg,False,YELLOW LABEL TEA 25POS LIPTON,8720608009244,Name confirmed by Kassal (sim=1.00). No change needed.
191,name_confirmed,high,69,ALL-BRAN REGULAR 375G KELLOGG'S,5050083123924,All-Bran Regular Flakes 375 g,All-Bran Regular Flakes 375 g | Kellogg's All Bran Regular 375g | All-Bran Regular 375g Kelloggs | Kellogg`s 375 g All bran regular | Kellogg's All-bran Regular 375g,,0.9836,True,"Oda, Coop, Meny, Europris, SPAR, Joker",17.65,https://bilder.ngdata.no/5050083123924/meny/large.jpg,False,ALL-BRAN REGULAR 375G KELLOGG'S,5050083123924,Name confirmed by Kassal (sim=0.98). No change needed.
145,name_confirmed,high,69,GRANOLA MANDLER &QUINOA 475G ELDORADO,7035620046834,Granola Mandler &Quinoa 475g Eldorado,Granola Mandler &Quinoa 475g Eldorado | GRANOLA NØTTER &quinoa 475g eldorado,,1.0,True,"SPAR, Meny, KIWI, Bunnpris",37.9,https://bilder.ngdata.no/7035620046834/kmh/large.jpg,False,GRANOLA MANDLER &QUINOA 475G ELDORADO,7035620046834,Name confirmed by Kassal (sim=1.00). No change needed.
87,name_confirmed,high,68,SPICY INDIAN CHAI TEA 20POS TWININGS,70177150242,Spicy Indian Chai Tea 20pos Twinings,"Spicy Indian Chai Tea 20pos Twinings | Twinings Spicy Indian Chai 20 poser | Spicy Indian Chai 20 poser, 20 stk | Indian Chai 20bg | SPICY INDIAN CHAI TE 20 poser Twinings | Twinings Spicy Indian chai 12x20bag",,1.0,True,"Joker, Coop, SPAR, Meny, Oda, Engrosnett, Bunnpris, KIWI",55.93,https://bilder.ngdata.no/70177150242/kmh/large.jpg,False,SPICY INDIAN CHAI TEA 20POS TWININGS,70177150242,Name confirmed by Kassal (sim=1.00). No change needed.
200,name_confirmed,high,68,EVERGOOD CLASSIC KAFFEKAPSEL 16STK,7040913337445,Evergood Classic Kaffekapsel 16stk,Evergood Classic Kaffekapsel 16stk | EVERGOOD CLASSIC Kaffekapsel 16stk,,1.0,True,"Joker, SPAR, Meny, Bunnpris",73.9,https://bilder.ngdata.no/7040913337445/kmh/large.jpg,False,EVERGOOD CLASSIC KAFFEKAPSEL 16STK,7040913337445,Name confirmed by Kassal (sim=1.00). No change needed.
272,name_confirmed,high,67,EVERGOOD KOFFEINFRI FILTERMALT 250G,7040913336714,Evergood Koffeinfri Filtermalt 250g,Evergood Koffeinfri Filtermalt 250g | EVERGOOD KOFFEINFRI 250 g filtermalt | Evergood Koffeinfri Filtermalt 250g Kaffe,Evergood Koffeinfri Filtermalt 250g,1.0,True,"Joker, SPAR, Meny, Bunnpris, KIWI",52.4,https://bilder.ngdata.no/7040913336714/kmh/large.jpg,False,EVERGOOD KOFFEINFRI FILTERMALT 250G,7040913336714,Name confirmed by Kassal (sim=1.00). No change needed.
32,name_confirmed,high,67,SOLBÆRTODDY 10PK 320G FREIA,7622300286811,Solbærtoddy 10pk 320g Freia,"Solbærtoddy 10pk 320g Freia | Freia Solbærtoddy 10pk | Regia Solbærtoddy 10 stk, 320 g | FREIA SOLBÆRTODDY 10 pk 320 g | Regia Solbærtoddy 10pk 320g Freia",,1.0,True,"Joker, SPAR, Meny, Coop, Oda, Bunnpris, KIWI",49.3,https://bilder.ngdata.no/7622300286811/kmh/large.jpg,False,SOLBÆRTODDY 10PK 320G FREIA,7622300286811,Name confirmed by Kassal (sim=1.00). No change needed.
309,name_confirmed,high,67,FIRE RØDE FRUKTER 25POS TWININGS,70177084738,Fire Røde Frukter 25pos Twinings,Fire Røde Frukter 25pos Twinings | Twinings 4 Røde Frukter 25 poser | FIRE RØDE FRUKTER 25 poser Twinings | Twinings Fire røde frukter te 12x25bg,,1.0,True,"Joker, SPAR, Meny, Coop, Bunnpris, KIWI",41.93,https://bilder.ngdata.no/70177084738/kmh/large.jpg,False,FIRE RØDE FRUKTER 25POS TWININGS,70177084738,Name confirmed by Kassal (sim=1.00). No change needed.
237,name_confirmed,high,66,EGG FRITTGÅENDE L/XL 10STK PRIOR,7039610007010,Egg Frittgående L/XL 10stk Prior,Egg Frittgående L/XL 10stk Prior | Egg 10stk Lxl Frittgående 68-85g,Ekstra Store Egg,1.0,True,"SPAR, Meny, KIWI, Joker",49.4,https://bilder.ngdata.no/7039610007010/kmh/large.jpg,False,EGG FRITTGÅENDE L/XL 10STK PRIOR,7039610007010,Name confirmed by Kassal (sim=1.00). No change needed.
213,name_confirmed,high,64,EGG FRITTGÅENDE M/L 6PK PRIOR,7039610000196,Egg Frittgående M/L 6pk Prior,Egg Frittgående M/L 6pk Prior | Egg 6stk ml Frittgående 53-73g,6 Egg,1.0,True,"Joker, SPAR, Meny, KIWI",25.4,https://bilder.ngdata.no/7039610000196/kmh/large.jpg,False,EGG FRITTGÅENDE M/L 6PK PRIOR,7039610000196,Name confirmed by Kassal (sim=1.00). No change needed.
219,name_confirmed,high,63,GREEN WORLD KAFFE ØKOL FILTERMALT 250G,7040913336844,Green World Kaffe Økologisk Filtermalt 250g,Green World Kaffe Økologisk Filtermalt 250g | GREEN WORLD KAFFE Økologisk filtermalt 250g | Green World Økologisk Filtermalt 250g Kaffe,,0.9383,True,"Joker, SPAR, Meny, Bunnpris, KIWI",49.9,https://bilder.ngdata.no/7040913336844/kmh/large.jpg,False,GREEN WORLD KAFFE ØKOL FILTERMALT 250G,7040913336844,Name confirmed by Kassal (sim=0.94). No change needed.
122,name_confirmed,high,62,NYPETE 24POS CONFECTA,7039410010012,Nypete 24pos Confecta,Nypete 24pos Confecta | NYPETE 24pos confecta,,1.0,True,"SPAR, Meny, Bunnpris",45.9,https://bilder.ngdata.no/7039410010012/kmh/large.jpg,False,NYPETE 24POS CONFECTA,7039410010012,Name confirmed by Kassal (sim=1.00). No change needed.
142,name_confirmed,high,61,NESCAFÉ CAPPUCCINO 100G NESTLE,8445291582330,Nescafé Cappuccino 100g Nestle,Nescafé Cappuccino 100g Nestle | NESCAFÉ CAPPUCCINO 100g nestle,Cappuccino Instant Coffee,1.0,True,"Joker, SPAR, Meny, Bunnpris",49.9,https://bilder.ngdata.no/8445291582330/kmh/large.jpg,False,NESCAFÉ CAPPUCCINO 100G NESTLE,8445291582330,Name confirmed by Kassal (sim=1.00). No change needed.
174,name_confirmed,high,59,EPLE&KANEL&ROSIN TE 25POS TWININGS,70177084813,Eple&Kanel&Rosin Te 25pos Twinings,"Eple&Kanel&Rosin Te 25pos Twinings | Eple, Kanel & Rosin-te 25 stk | Twinings Te Eple, Kanel og Rosin 25 poser | Twinings Eple, Kanel & Rosin Te 25bg | TE EPLE KANEL ROSIN 25 poser Twinings | Twinings Eple, kanel og rosin 12x25bg",,1.0,True,"Joker, SPAR, Meny, Oda, Coop, Engrosnett, Bunnpris, KIWI",48.93,https://bilder.ngdata.no/70177084813/kmh/large.jpg,False,EPLE&KANEL&ROSIN TE 25POS TWININGS,70177084813,Name confirmed by Kassal (sim=1.00). No change needed.
1,name_confirmed,high,59,COFFEE MATE 180G  NESTLE,8445290227805,Coffee Mate 180g Nestle,"Coffee Mate 180g Nestle | Coffee Mate Original, 180 g | Coffee-Mate 180g | COFFEE MATE 180g nestle | Coffee-mate 180g | Coffee-Mate",,0.9787,True,"Meny, SPAR, Oda, Coop, KIWI, Bunnpris, Joker, Havaristen",20,https://bilder.ngdata.no/8445290227805/meny/large.jpg,False,COFFEE MATE 180G  NESTLE,8445290227805,Name confirmed by Kassal (sim=0.98). No change needed.
197,name_confirmed,high,59,SPECIAL K CLASSIC 335G KELLOGG'S,5059319025766,Special K Classic 335g Kellogg's,Special K Classic 335g Kellogg's | Special K 335 g,,1.0,True,"Meny, Europris",25,https://bilder.ngdata.no/5059319025766/meny/large.jpg,False,SPECIAL K CLASSIC 335G KELLOGG'S,5059319025766,Name confirmed by Kassal (sim=1.00). No change needed.
325,name_confirmed,high,58,NESCAFE GULL 100G,7613039860380,Nescafe Gull 100g,Nescafe Gull 100g | Nescafé Gull 100g | Nescafé Gull 100 g | NESCAFE GULL 100g | Nescafé Gull,,1.0,True,"Joker, SPAR, Meny, Coop, Oda, KIWI, Bunnpris, Havaristen",35,https://bilder.ngdata.no/7613039860380/kmh/large.jpg,False,NESCAFE GULL 100G,7613039860380,Name confirmed by Kassal (sim=1.00). No change needed.
11,name_confirmed,high,58,GRISSINI M/OLIVENOLJE 200G JACOBS UTVALG,7035620040757,Grissini m/Olivenolje 200g Jacobs Utvalgte,Grissini m/Olivenolje 200g Jacobs Utvalgte,Grissini m/Olivenolje 200g Jacobs Utvalgte,0.9756,True,"SPAR, Meny, Joker",46.9,https://bilder.ngdata.no/7035620040757/kmh/large.jpg,False,GRISSINI M/OLIVENOLJE 200G JACOBS UTVALG,7035620040757,Name confirmed by Kassal (sim=0.98). No change needed.
339,name_confirmed,high,57,ALI ORIGINAL KAFFEKAPSEL 16STK,7040913337469,Ali Original Kaffekapsel 16stk,Ali Original Kaffekapsel 16stk,,1.0,True,"Joker, SPAR, Meny",68.9,https://bilder.ngdata.no/7040913337469/kmh/large.jpg,False,ALI ORIGINAL KAFFEKAPSEL 16STK,7040913337469,Name confirmed by Kassal (sim=1.00). No change needed.
103,name_confirmed,high,56,EVERGOOD DARK ROAST KAFFEKAPSEL 10STK KA,7040913337223,Evergood Dark Roast Kaffekapsel 10stk Kaffe,Evergood Dark Roast Kaffekapsel 10stk Kaffe | Evergood Dark Roast Kapsel 10stk Kaffe | EVERGOOD DARK ROAST 10 stk kapsel,,0.9639,True,"Meny, SPAR, Joker, KIWI, Bunnpris",36.4,https://bilder.ngdata.no/7040913337223/meny/large.jpg,False,EVERGOOD DARK ROAST KAFFEKAPSEL 10STK KA,7040913337223,Name confirmed by Kassal (sim=0.96). No change needed.
266,name_confirmed,high,55,SJOKOLADEDRIKK LETT 10X14G RETT I KOPPEN,7039010564595,Sjokoladedrikk Lett 10x14g Rett i Koppen,Sjokoladedrikk Lett 10x14g Rett i Koppen | Toro Rett i Koppen Lett Sjokoladedrikk 10pk | Rik Sjokoladedrikk Lett 10x14g | Toro Rett i Koppen Sjokoladedrikk Lett 10x14g | TORO RETT I KOPPEN SJOKOLADEDRIKK LETT 10X14G,,1.0,True,"Meny, Coop, Engrosnett, Joker, SPAR, REMA 1000",53.4,https://bilder.ngdata.no/7039010564595/meny/large.jpg,False,SJOKOLADEDRIKK LETT 10X14G RETT I KOPPEN,7039010564595,Name confirmed by Kassal (sim=1.00). No change needed.
222,name_confirmed,high,54,NESCAFÉ MOCHA 136G NESTLE,8445291566187,Nescafé Mocha 136g Nestle,Nescafé Mocha 136g Nestle | NESCAFÉ MOCHA 136g nestle,,1.0,True,"Joker, SPAR, Meny, Bunnpris",49.9,https://bilder.ngdata.no/8445291566187/kmh/large.jpg,False,NESCAFÉ MOCHA 136G NESTLE,8445291566187,Name confirmed by Kassal (sim=1.00). No change needed.
137,name_confirmed,high,54,NESCAFE AZERA ESPRESSO 100G,7613035850194,Nescafe Azera Espresso 100g,Nescafe Azera Espresso 100g | Nescafe Azera Espersso 100g | Nescafé Azera Espresso 100 g | Nescafé Azera Espresso 100g | NESCAFE AZERA Espresso 100 g,,1.0,True,"Joker, SPAR, Coop, Meny, Oda, Bunnpris, KIWI",66.9,https://bilder.ngdata.no/7613035850194/kmh/large.jpg,False,NESCAFE AZERA ESPRESSO 100G,7613035850194,Name confirmed by Kassal (sim=1.00). No change needed.
215,name_confirmed,high,54,BLUE FRUIT TE PYRAMIDE 20POS LIPTON,7310390855122,Blue Fruit Te Pyramide 20pos Lipton,Blue Fruit Te Pyramide 20pos Lipton | Lipton Blue Fruit Te Pyramide 20ps | LIPTON BLUE FRUIT TE 20 stk pyramide lipton | Lipton Blue Fruit Tea 36 g 20ps,"Lipton Blue Fruit Tea 20X1.8 GR, 1 Boîte",1.0,True,"Meny, Coop, Bunnpris, SPAR, Joker",17.45,https://bilder.ngdata.no/7310390855122/meny/large.jpg,False,BLUE FRUIT TE PYRAMIDE 20POS LIPTON,7310390855122,Name confirmed by Kassal (sim=1.00). No change needed.
146,name_confirmed,high,54,NESCAFE GULL 200G NESTLE,7613039860885,Nescafe Gull 200g Nestle,Nescafe Gull 200g Nestle | Nescafé Gull 200g | NESCAFE GULL 200g nestle | Nescafe Gull 200g,,1.0,True,"Joker, SPAR, Meny, Coop, Bunnpris, KIWI",94.3,https://bilder.ngdata.no/7613039860885/kmh/large.jpg,False,NESCAFE GULL 200G NESTLE,7613039860885,Name confirmed by Kassal (sim=1.00). No change needed.
340,name_confirmed,high,54,EVERGOOD DARK ROAST HELE BØNNER 500G,7040913336813,Evergood Dark Roast Hele Bønner 500g,"Evergood Dark Roast Hele Bønner 500g | Kaffe hele bønner 500 g, Dark Roast Evergood | EVERGOOD DARK 500 g roast hele bønner",,1.0,True,"Joker, SPAR, Meny, Europris, Bunnpris, KIWI",85.2,https://bilder.ngdata.no/7040913336813/kmh/large.jpg,False,EVERGOOD DARK ROAST HELE BØNNER 500G,7040913336813,Name confirmed by Kassal (sim=1.00). No change needed.
347,name_confirmed,high,53,EVERGOOD DARK ROAST PRESSMALT 250G,7040913336806,Evergood Dark Roast Pressmalt 250g,Evergood Dark Roast Pressmalt 250g | EVERGOOD DARK ROAST 250 g pressmalt | Evergood Dark Roast Presskannemalt 250g Kaffe,,1.0,True,"Joker, SPAR, Meny, KIWI, Bunnpris",52.4,https://bilder.ngdata.no/7040913336806/kmh/large.jpg,False,EVERGOOD DARK ROAST PRESSMALT 250G,7040913336806,Name confirmed by Kassal (sim=1.00). No change needed.
102,name_confirmed,high,50,EGG FRITTGÅENDE M/L/XL SOLEGG 12STK PRIO,7039610009021,Egg Frittgående m/L/XL Solegg 12stk Prior,Egg Frittgående m/L/XL Solegg 12stk Prior | Egg 12 Mlxl Solegg Frittg 58-75g,,0.9877,True,"Meny, Joker, SPAR",64.9,https://bilder.ngdata.no/7039610009021/meny/large.jpg,False,EGG FRITTGÅENDE M/L/XL SOLEGG 12STK PRIO,7039610009021,Name confirmed by Kassal (sim=0.99). No change needed.
334,name_confirmed,high,50,CHAI-TE ORIGINAL 20POS PUKKA,850835000719,Chai-Te Original 20pos Pukka,Chai-Te Original 20pos Pukka | Pukka Original Chai 20 poser | CHAI-TE ORIGINAL 20POS PUKKA | Pukka Original Chai 40g 20ps,,1.0,True,"Joker, Meny, Coop, SPAR, KIWI, Bunnpris",58.9,https://bilder.ngdata.no/850835000719/kmh/large.jpg,False,CHAI-TE ORIGINAL 20POS PUKKA,850835000719,Name confirmed by Kassal (sim=1.00). No change needed.
193,name_confirmed,high,50,EGG ØKOLOGISK 6STK 375G JACOBS UTVALGTE,7035620002342,Egg Økologisk 6stk 375g Jacobs Utvalgte,Egg Økologisk 6stk 375g Jacobs Utvalgte,,1.0,True,"Meny, SPAR, Joker",45.9,https://bilder.ngdata.no/7035620002342/meny/large.jpg,False,EGG ØKOLOGISK 6STK 375G JACOBS UTVALGTE,7035620002342,Name confirmed by Kassal (sim=1.00). No change needed.
297,name_confirmed,high,48,SOLBÆR TE 25POS TWININGS,70177084745,Twinings Solbærte 25 poser,Twinings Solbærte 25 poser | Solbær Te 25pos Twinings | Solbærte 25 stk | Twinings Solbærte 12x25bg,,1.0,True,"Coop, SPAR, Meny, Oda, Joker",77.9,https://bilder.ngdata.no/70177084745/kmh/large.jpg,False,SOLBÆR TE 25POS TWININGS,70177084745,Name confirmed by Kassal (sim=1.00). No change needed.
14,name_confirmed,high,48,GRANOLA NØTTER 375G JACOBS UTVALGTE,7035620026911,Granola Nøtter 375g Jacobs Utvalgte,Granola Nøtter 375g Jacobs Utvalgte,,1.0,True,"Meny, SPAR, Joker",54.9,https://bilder.ngdata.no/7035620026911/meny/large.jpg,False,GRANOLA NØTTER 375G JACOBS UTVALGTE,7035620026911,Name confirmed by Kassal (sim=1.00). No change needed.
